date,platform,campaign_type,audience,region,spend,impressions,clicks,conversions,revenue
2025-07-21,Google Ads,Social,Existing Customers,East,1393.98,34074,1229,98,8907.23
2025-07-21,Google Ads,Social,Prospecting,North,264.36,8222,225,24,2611.17
2025-07-21,LinkedIn Ads,Video,Retargeting,East,1981.58,26040,647,23,2944.16
2025-07-22,LinkedIn Ads,Video,Retargeting,East,797.18,17668,310,11,1322.02
2025-07-22,YouTube Ads,Search,Prospecting,North,125.02,14205,210,9,1100.28
2025-07-22,Google Ads,Social,Lookalike,East,561.02,15316,504,30,3566.83
2025-07-23,Meta Ads,Display,Retargeting,South,1070.78,74398,1499,135,16508.0
2025-07-23,Google Ads,Social,Prospecting,North,600.05,9153,423,29,3611.41
2025-07-23,Meta Ads,Social,Existing Customers,South,1114.14,54756,1546,143,16997.01
2025-07-24,YouTube Ads,Video,Lookalike,South,402.85,45541,740,17,1980.36
2025-07-24,LinkedIn Ads,Video,Lookalike,South,299.52,7760,137,3,439.14
2025-07-24,Meta Ads,Video,Existing Customers,South,668.24,41230,1014,67,8506.39
2025-07-24,Meta Ads,Display,Existing Customers,East,714.51,55710,1242,118,14753.24
2025-07-25,YouTube Ads,Search,Prospecting,South,558.15,74853,1085,25,2921.3
2025-07-25,Meta Ads,Social,Retargeting,South,1554.36,72667,1699,141,15661.95
2025-07-25,Google Ads,Social,Retargeting,West,402.8,11198,362,65,6965.63
2025-07-26,Meta Ads,Social,Prospecting,North,858.03,46260,1065,40,4750.25
2025-07-26,Google Ads,Social,Prospecting,South,731.62,26053,946,70,7412.8
2025-07-26,Google Ads,Social,Prospecting,North,254.48,5178,202,17,1910.47
2025-07-27,Google Ads,Social,Lookalike,West,296.99,8464,265,33,3325.43
2025-07-27,Meta Ads,Display,Lookalike,North,705.44,42320,1058,69,8069.15
2025-07-27,Meta Ads,Social,Lookalike,West,2537.31,183161,3423,205,25730.68
2025-07-27,Google Ads,Social,Prospecting,North,1020.05,30406,960,104,11563.3
2025-07-28,Meta Ads,Search,Prospecting,South,228.02,22248,445,21,1655.83
2025-07-28,YouTube Ads,Search,Retargeting,East,92.69,11158,138,6,753.76
2025-07-28,LinkedIn Ads,Video,Retargeting,West,1127.28,20916,452,14,1640.29
2025-07-29,Meta Ads,Social,Existing Customers,North,657.56,51952,960,60,6293.49
2025-07-29,Google Ads,Search,Existing Customers,North,1469.83,48343,1492,188,26175.69
2025-07-29,YouTube Ads,Display,Existing Customers,West,394.89,45790,861,36,3492.53
2025-07-30,Google Ads,Social,Existing Customers,South,878.94,23335,737,78,11272.77
2025-07-30,Google Ads,Search,Existing Customers,North,1213.29,24088,815,109,13416.24
2025-07-30,YouTube Ads,Social,Retargeting,East,523.34,69829,873,34,2521.45
2025-07-30,Meta Ads,Search,Prospecting,North,530.66,35996,920,79,9338.58
2025-07-31,LinkedIn Ads,Display,Prospecting,West,711.59,13643,286,8,861.51
2025-07-31,Meta Ads,Search,Prospecting,West,996.07,55512,1395,105,11022.55
2025-07-31,Meta Ads,Search,Prospecting,West,693.51,34619,839,48,4882.6
2025-08-01,Google Ads,Search,Prospecting,South,1318.41,29323,1040,90,10143.91
2025-08-01,Google Ads,Social,Existing Customers,North,518.44,22828,727,69,7918.99
2025-08-01,Google Ads,Search,Prospecting,South,295.19,7775,235,21,1713.17
2025-08-02,Google Ads,Display,Existing Customers,South,2530.35,58531,2584,249,37083.32
2025-08-02,YouTube Ads,Search,Lookalike,West,472.51,59429,1023,32,3539.25
2025-08-02,Google Ads,Social,Retargeting,East,483.76,14048,434,76,7738.71
2025-08-03,Meta Ads,Social,Lookalike,West,670.69,39353,872,46,4355.67
2025-08-03,LinkedIn Ads,Social,Prospecting,West,731.24,23221,396,21,2706.34
2025-08-03,LinkedIn Ads,Search,Retargeting,East,544.43,13817,203,21,1924.19
2025-08-03,Meta Ads,Display,Prospecting,North,692.11,37464,851,22,2583.06
2025-08-04,Meta Ads,Video,Existing Customers,North,682.14,46045,940,44,4965.57
2025-08-04,YouTube Ads,Search,Prospecting,North,784.24,122897,1553,76,8021.23
2025-08-04,Meta Ads,Search,Prospecting,East,151.22,14593,246,12,1141.63
2025-08-05,LinkedIn Ads,Video,Lookalike,North,2377.13,61911,841,36,3738.03
2025-08-05,YouTube Ads,Social,Lookalike,West,636.09,99573,1397,56,6448.88
2025-08-05,LinkedIn Ads,Search,Retargeting,North,1020.95,20252,359,29,3457.83
2025-08-06,Google Ads,Search,Retargeting,West,285.81,8529,255,44,4437.81
2025-08-06,Meta Ads,Display,Prospecting,East,515.39,29393,727,35,3967.71
2025-08-06,Google Ads,Display,Lookalike,North,452.18,14947,517,32,4191.75
2025-08-06,Meta Ads,Social,Prospecting,North,1819.65,105993,2587,141,11995.25
2025-08-07,YouTube Ads,Video,Prospecting,South,478.33,51536,748,27,3101.95
2025-08-07,Meta Ads,Social,Prospecting,South,1145.77,103227,1971,97,9494.93
2025-08-07,Meta Ads,Social,Prospecting,South,458.66,26184,588,45,4322.33
2025-08-08,Google Ads,Social,Prospecting,East,521.59,16030,447,32,3830.34
2025-08-08,YouTube Ads,Social,Retargeting,North,596.73,68967,1140,43,4522.98
2025-08-08,Google Ads,Search,Prospecting,North,1612.56,41364,1223,152,14150.83
2025-08-09,Google Ads,Search,Prospecting,East,204.93,6127,253,32,4442.79
2025-08-09,Google Ads,Social,Retargeting,West,297.64,7440,245,23,3025.92
2025-08-09,Google Ads,Display,Prospecting,South,197.42,3115,132,8,641.75
2025-08-10,Meta Ads,Search,Lookalike,West,345.23,21196,381,24,2123.05
2025-08-10,Meta Ads,Social,Existing Customers,South,413.04,27679,539,43,5836.68
2025-08-10,Google Ads,Social,Retargeting,South,245.1,5976,224,23,2527.06
2025-08-10,Google Ads,Social,Existing Customers,North,434.36,9674,418,53,8128.67
2025-08-11,Google Ads,Display,Prospecting,South,188.96,3641,172,13,1639.22
2025-08-11,Meta Ads,Display,Prospecting,South,361.18,20754,460,24,2889.37
2025-08-11,Google Ads,Display,Lookalike,East,1527.45,31012,1511,138,13331.69
2025-08-12,Meta Ads,Search,Lookalike,North,909.97,53634,1120,80,9907.67
2025-08-12,Google Ads,Social,Lookalike,North,790.71,11464,489,33,3037.2
2025-08-12,Google Ads,Social,Prospecting,South,364.77,10833,320,34,4708.81
2025-08-13,Meta Ads,Search,Lookalike,North,257.91,18712,444,49,6007.33
2025-08-13,Meta Ads,Search,Prospecting,North,333.83,39838,575,35,3505.36
2025-08-13,Google Ads,Search,Prospecting,East,680.61,18286,523,58,7510.08
2025-08-13,Google Ads,Social,Prospecting,West,1230.77,28397,1081,85,13204.53
2025-08-14,YouTube Ads,Social,Existing Customers,East,1258.43,159238,1886,128,15356.1
2025-08-14,Google Ads,Search,Prospecting,North,1054.66,26431,999,90,11241.67
2025-08-14,Meta Ads,Display,Lookalike,West,433.4,20348,527,29,3109.59
2025-08-15,Meta Ads,Video,Retargeting,East,711.26,50394,1013,95,11070.95
2025-08-15,Google Ads,Search,Lookalike,East,568.05,18879,555,74,6502.36
2025-08-15,Meta Ads,Video,Lookalike,North,614.19,45049,910,41,4714.61
2025-08-16,LinkedIn Ads,Search,Existing Customers,East,2631.25,87786,1328,82,10253.87
2025-08-16,LinkedIn Ads,Video,Prospecting,North,222.69,3791,67,0,0.0
2025-08-16,Google Ads,Video,Prospecting,East,600.97,14895,531,33,2728.77
2025-08-16,Google Ads,Search,Retargeting,North,1538.74,36439,1207,172,18910.38
2025-08-17,Google Ads,Display,Prospecting,West,269.95,5411,256,18,2487.35
2025-08-17,Meta Ads,Video,Prospecting,North,460.65,39166,757,21,2323.61
2025-08-17,Meta Ads,Video,Prospecting,East,496.31,25335,716,19,2126.4
2025-08-18,Google Ads,Video,Prospecting,North,605.43,15197,441,24,2400.03
2025-08-18,Google Ads,Social,Prospecting,East,248.07,6599,234,17,1669.62
2025-08-18,YouTube Ads,Search,Prospecting,South,1030.72,110075,2043,73,5995.83
2025-08-19,Google Ads,Display,Existing Customers,West,1079.41,21349,916,58,6494.15
2025-08-19,Meta Ads,Social,Prospecting,East,974.11,61234,1249,71,6900.6
2025-08-19,LinkedIn Ads,Social,Existing Customers,South,397.56,6385,127,7,885.46
2025-08-20,Google Ads,Social,Existing Customers,North,740.49,16103,608,71,7731.03
2025-08-20,Google Ads,Social,Prospecting,East,390.12,9635,306,23,2446.45
2025-08-20,Google Ads,Search,Lookalike,South,563.91,11175,437,36,3846.97
2025-08-20,YouTube Ads,Display,Retargeting,North,2837.94,280534,5884,262,29902.85
2025-08-21,Google Ads,Search,Lookalike,East,744.92,19842,756,81,8544.41
2025-08-21,Google Ads,Display,Prospecting,North,323.5,8644,335,22,2109.53
2025-08-21,Google Ads,Display,Prospecting,North,787.06,21442,847,50,5827.19
2025-08-22,Google Ads,Social,Prospecting,North,290.74,8288,223,28,3758.01
2025-08-22,Meta Ads,Social,Retargeting,South,321.09,17824,426,35,4105.93
2025-08-22,Google Ads,Social,Existing Customers,North,355.79,10464,305,35,3932.08
2025-08-23,Meta Ads,Video,Lookalike,North,524.41,55753,1103,30,3383.5
2025-08-23,Meta Ads,Display,Lookalike,South,1287.05,39642,1287,57,4451.05
2025-08-23,LinkedIn Ads,Social,Existing Customers,North,1019.47,28492,490,40,4859.6
2025-08-23,Google Ads,Search,Lookalike,North,983.41,20108,616,46,4958.51
2025-08-24,YouTube Ads,Search,Prospecting,South,342.67,40361,745,20,1963.95
2025-08-24,Meta Ads,Social,Existing Customers,North,492.37,41995,779,56,6136.44
2025-08-24,Google Ads,Video,Prospecting,West,835.38,31990,1033,53,5703.64
2025-08-25,LinkedIn Ads,Display,Prospecting,South,465.3,8120,183,6,797.19
2025-08-25,YouTube Ads,Search,Retargeting,West,584.14,79453,1201,78,10503.25
2025-08-25,Google Ads,Video,Existing Customers,West,932.59,36445,963,76,8067.95
2025-08-26,YouTube Ads,Social,Prospecting,West,558.01,72417,1198,44,4649.68
2025-08-26,Meta Ads,Video,Retargeting,East,810.8,48524,994,63,6686.4
2025-08-26,Meta Ads,Search,Prospecting,South,1971.11,84164,2443,128,16585.19
2025-08-27,YouTube Ads,Social,Prospecting,East,626.01,60077,808,17,1999.53
2025-08-27,Meta Ads,Video,Prospecting,North,1506.66,87839,2335,60,7000.21
2025-08-27,LinkedIn Ads,Search,Lookalike,West,1006.94,16344,405,21,2617.71
2025-08-27,Google Ads,Display,Existing Customers,South,269.72,9591,288,35,3941.2
2025-08-28,LinkedIn Ads,Video,Prospecting,North,341.96,8628,150,6,837.3
2025-08-28,Meta Ads,Search,Prospecting,North,407.17,26023,614,49,5633.46
2025-08-28,Google Ads,Search,Prospecting,North,401.59,10802,324,23,2290.65
2025-08-29,Meta Ads,Display,Prospecting,North,660.1,33728,779,36,3991.19
2025-08-29,Google Ads,Social,Retargeting,East,1043.77,23058,775,102,13991.82
2025-08-29,Google Ads,Search,Lookalike,North,1582.77,47029,1575,247,26514.82
2025-08-30,Google Ads,Social,Retargeting,West,855.25,17955,634,84,11095.73
2025-08-30,Google Ads,Display,Prospecting,South,523.95,12947,459,27,2801.08
2025-08-30,Google Ads,Search,Retargeting,East,180.84,4605,166,22,2226.8
2025-08-30,Google Ads,Social,Prospecting,South,732.87,22722,714,62,7866.11
2025-08-31,LinkedIn Ads,Display,Prospecting,North,711.82,19892,324,10,992.68
2025-08-31,LinkedIn Ads,Social,Existing Customers,North,788.38,14132,249,12,1682.28
2025-08-31,LinkedIn Ads,Display,Lookalike,East,2752.15,61157,1092,46,5581.15
2025-09-01,Google Ads,Social,Existing Customers,East,1567.86,41000,1326,126,13509.38
2025-09-01,YouTube Ads,Video,Existing Customers,South,1166.04,131881,2097,64,7859.91
2025-09-01,Meta Ads,Display,Retargeting,South,374.55,22181,352,15,1576.83
2025-09-02,Google Ads,Search,Existing Customers,West,501.52,11536,354,40,5239.36
2025-09-02,Google Ads,Video,Retargeting,West,658.15,19291,642,58,8640.86
2025-09-02,Meta Ads,Social,Prospecting,South,422.87,32559,614,17,1841.56
2025-09-02,Google Ads,Search,Prospecting,North,969.11,18582,872,79,9844.03
2025-09-03,Meta Ads,Search,Prospecting,South,882.78,54270,1198,76,8773.43
2025-09-03,YouTube Ads,Display,Prospecting,East,345.05,43009,666,26,3001.26
2025-09-03,Google Ads,Search,Prospecting,East,1523.87,38492,1235,144,16131.79
2025-09-04,Google Ads,Search,Lookalike,North,748.13,14785,516,29,2887.43
2025-09-04,YouTube Ads,Search,Lookalike,North,227.51,40156,484,16,1936.52
2025-09-04,Meta Ads,Social,Retargeting,South,677.02,52770,1126,80,8784.21
2025-09-05,Google Ads,Social,Prospecting,West,840.39,26718,790,69,6811.24
2025-09-05,YouTube Ads,Social,Lookalike,North,1317.37,170715,2436,103,13725.28
2025-09-05,YouTube Ads,Search,Prospecting,South,562.12,74404,704,28,3269.9
2025-09-06,Meta Ads,Search,Prospecting,North,1199.0,79020,1419,72,7984.38
2025-09-06,Meta Ads,Social,Prospecting,North,790.55,32969,944,56,7790.78
2025-09-06,Google Ads,Social,Prospecting,East,297.76,6643,270,13,1065.36
2025-09-06,Google Ads,Display,Prospecting,South,279.0,5723,254,18,2482.39
2025-09-07,Meta Ads,Search,Lookalike,South,1452.07,90077,2544,165,16360.84
2025-09-07,Google Ads,Search,Lookalike,West,1523.05,29589,1169,125,14850.95
2025-09-07,Meta Ads,Search,Lookalike,North,863.48,54690,1109,120,12529.78
2025-09-08,LinkedIn Ads,Social,Prospecting,North,1850.65,42051,628,15,1475.79
2025-09-08,Google Ads,Social,Lookalike,West,1391.14,29077,1251,124,17192.59
2025-09-08,Meta Ads,Display,Lookalike,East,1091.64,69685,1551,96,14247.54
2025-09-09,Google Ads,Social,Prospecting,North,387.12,5982,328,29,3219.52
2025-09-09,YouTube Ads,Social,Retargeting,South,2157.08,229533,3224,177,21423.82
2025-09-09,Google Ads,Social,Retargeting,East,991.95,21854,1091,127,14735.28
2025-09-09,Meta Ads,Search,Retargeting,South,544.73,31467,673,69,10084.29
2025-09-10,Meta Ads,Social,Prospecting,East,453.37,22587,632,33,2539.79
2025-09-10,Meta Ads,Social,Retargeting,East,827.15,45583,1361,127,15467.1
2025-09-10,Meta Ads,Social,Prospecting,South,236.25,25027,458,37,3770.73
2025-09-11,LinkedIn Ads,Search,Prospecting,West,1103.09,28493,470,31,2250.37
2025-09-11,Meta Ads,Display,Prospecting,South,376.63,22718,415,25,2712.76
2025-09-11,LinkedIn Ads,Video,Existing Customers,West,890.67,19688,284,14,2241.76
2025-09-12,YouTube Ads,Search,Prospecting,North,498.71,48009,812,24,2476.59
2025-09-12,Meta Ads,Social,Prospecting,South,589.46,28161,598,38,4910.88
2025-09-12,Meta Ads,Display,Prospecting,East,427.99,26972,599,21,2868.1
2025-09-13,Google Ads,Search,Existing Customers,West,630.35,12175,471,76,9420.44
2025-09-13,LinkedIn Ads,Display,Retargeting,North,2390.31,83122,1071,62,7264.43
2025-09-13,Meta Ads,Social,Existing Customers,West,1722.22,93639,2597,186,16895.34
2025-09-13,Meta Ads,Video,Prospecting,North,881.38,66021,1364,73,7453.96
2025-09-14,Google Ads,Video,Prospecting,South,688.59,21625,833,41,5384.37
2025-09-14,YouTube Ads,Search,Retargeting,South,1211.74,101353,1700,138,16020.73
2025-09-14,Meta Ads,Social,Prospecting,South,1459.08,79768,2246,125,15201.52
2025-09-15,Meta Ads,Social,Lookalike,West,408.18,29830,644,44,5165.46
2025-09-15,Google Ads,Search,Existing Customers,East,665.64,29270,699,77,12844.57
2025-09-15,YouTube Ads,Social,Retargeting,West,214.18,25206,382,20,2145.01
2025-09-16,Google Ads,Video,Existing Customers,South,1452.58,26262,953,104,16162.55
2025-09-16,Google Ads,Search,Retargeting,West,2679.39,57374,1667,183,21484.76
2025-09-16,YouTube Ads,Social,Prospecting,South,737.4,107637,1658,51,7420.27
2025-09-16,YouTube Ads,Display,Retargeting,East,175.88,22837,321,18,1673.11
2025-09-17,Google Ads,Social,Prospecting,East,1039.88,38821,1067,82,9702.55
2025-09-17,Meta Ads,Social,Lookalike,East,388.94,18569,461,41,4424.46
2025-09-17,LinkedIn Ads,Video,Prospecting,East,454.82,11129,181,5,587.55
2025-09-18,YouTube Ads,Social,Prospecting,South,1051.9,144026,2008,63,8631.17
2025-09-18,Meta Ads,Search,Retargeting,East,825.96,56021,1134,87,10598.22
2025-09-18,Meta Ads,Search,Prospecting,West,509.69,27803,764,57,7807.11
2025-09-19,LinkedIn Ads,Video,Prospecting,South,458.9,8283,148,5,514.68
2025-09-19,LinkedIn Ads,Search,Lookalike,East,759.66,15883,290,13,1302.46
2025-09-19,LinkedIn Ads,Social,Prospecting,North,536.43,12088,201,12,1383.48
2025-09-19,Meta Ads,Search,Retargeting,South,340.38,30278,724,76,8687.12
2025-09-20,Google Ads,Social,Prospecting,West,563.92,11116,496,36,4019.56
2025-09-20,YouTube Ads,Video,Prospecting,East,872.9,63956,1078,26,2541.36
2025-09-20,YouTube Ads,Social,Prospecting,North,623.48,51196,869,24,3277.82
2025-09-21,LinkedIn Ads,Video,Lookalike,East,279.3,7771,156,5,542.34
2025-09-21,Google Ads,Search,Existing Customers,West,1331.38,44578,1217,73,11090.38
2025-09-21,Google Ads,Social,Prospecting,North,118.02,4148,124,10,1152.29
2025-09-22,LinkedIn Ads,Video,Existing Customers,North,523.71,9569,166,5,684.03
2025-09-22,Google Ads,Social,Retargeting,South,467.76,12731,391,46,5751.78
2025-09-22,YouTube Ads,Search,Retargeting,East,770.78,121363,1503,66,6610.76
2025-09-23,Meta Ads,Video,Lookalike,South,1008.44,88692,1393,75,9120.72
2025-09-23,LinkedIn Ads,Social,Lookalike,West,1456.04,65200,921,69,10329.99
2025-09-23,YouTube Ads,Social,Lookalike,West,440.55,63115,904,52,6215.51
2025-09-23,Meta Ads,Video,Retargeting,East,1024.91,65127,1415,68,8923.16
2025-09-24,Google Ads,Search,Retargeting,South,795.02,19905,604,106,13512.76
2025-09-24,Meta Ads,Social,Prospecting,North,230.12,19539,436,16,1928.43
2025-09-24,Meta Ads,Search,Prospecting,West,2407.71,174666,3554,172,20357.34
2025-09-25,Meta Ads,Social,Lookalike,West,274.75,12140,325,19,2372.18
2025-09-25,Meta Ads,Search,Prospecting,South,919.43,75389,1611,123,15834.91
2025-09-25,YouTube Ads,Display,Prospecting,East,901.95,88161,1499,45,4079.75
2025-09-26,Meta Ads,Search,Prospecting,West,837.35,50439,1151,65,7764.34
2025-09-26,Google Ads,Display,Prospecting,East,507.56,12319,335,21,2345.42
2025-09-26,Meta Ads,Search,Retargeting,North,1198.46,79792,1727,95,10255.49
2025-09-26,Meta Ads,Social,Retargeting,East,253.87,20553,362,30,4149.82
2025-09-27,Google Ads,Social,Retargeting,West,670.68,14829,509,56,5700.99
2025-09-27,Google Ads,Display,Prospecting,West,485.2,17055,522,38,3415.98
2025-09-27,Meta Ads,Social,Retargeting,South,450.72,27540,649,46,5948.85
2025-09-28,Google Ads,Social,Prospecting,East,924.97,31469,865,59,5276.54
2025-09-28,YouTube Ads,Video,Lookalike,South,1410.14,165295,2486,59,4737.52
2025-09-28,Google Ads,Social,Retargeting,East,560.02,10954,425,53,6961.49
2025-09-29,Google Ads,Search,Retargeting,North,1162.73,22445,925,133,15674.98
2025-09-29,LinkedIn Ads,Video,Retargeting,South,723.0,21674,340,16,1976.14
2025-09-29,YouTube Ads,Social,Existing Customers,South,391.82,43926,661,26,3005.58
2025-09-30,Google Ads,Search,Lookalike,South,591.94,11222,406,44,3963.55
2025-09-30,Google Ads,Social,Retargeting,South,576.18,12370,572,70,6555.91
2025-09-30,Google Ads,Search,Retargeting,North,445.08,14100,378,42,4624.23
2025-09-30,Meta Ads,Search,Prospecting,East,924.82,70961,1325,86,7920.32
2025-10-01,Meta Ads,Display,Existing Customers,South,815.34,31388,1144,97,12626.4
2025-10-01,Google Ads,Search,Prospecting,West,248.93,8433,281,22,2346.87
2025-10-01,Google Ads,Display,Prospecting,North,239.27,6666,166,17,2011.62
2025-10-02,Meta Ads,Video,Existing Customers,East,922.53,73196,1450,58,7378.53
2025-10-02,YouTube Ads,Social,Lookalike,North,412.05,66172,603,23,2805.14
2025-10-02,Meta Ads,Display,Prospecting,East,851.85,56888,1307,42,5207.61
2025-10-03,Meta Ads,Display,Prospecting,South,1162.92,70131,1785,137,14906.94
2025-10-03,Google Ads,Video,Prospecting,South,306.42,7373,219,12,1419.74
2025-10-03,Google Ads,Social,Retargeting,East,279.66,6437,207,20,2384.96
2025-10-03,Google Ads,Search,Prospecting,West,2078.62,42293,1748,124,8838.72
2025-10-04,LinkedIn Ads,Social,Existing Customers,South,879.72,24742,325,12,1641.22
2025-10-04,YouTube Ads,Social,Existing Customers,West,533.03,81357,962,42,5338.82
2025-10-04,YouTube Ads,Search,Retargeting,North,381.46,45775,659,32,4004.89
2025-10-05,YouTube Ads,Social,Retargeting,South,502.35,73510,963,23,2112.25
2025-10-05,YouTube Ads,Search,Prospecting,South,322.86,33879,482,23,2514.27
2025-10-05,YouTube Ads,Video,Prospecting,West,1243.02,200450,2395,52,4958.33
2025-10-06,Google Ads,Search,Lookalike,North,422.5,7972,290,30,3852.08
2025-10-06,Google Ads,Search,Prospecting,South,1424.93,38242,1303,155,13904.72
2025-10-06,Google Ads,Search,Prospecting,South,539.52,12113,468,35,3439.95
2025-10-06,Meta Ads,Search,Prospecting,West,355.28,19160,437,28,3489.29
2025-10-07,Google Ads,Search,Prospecting,South,530.59,12663,460,24,2488.11
2025-10-07,LinkedIn Ads,Search,Retargeting,West,127.15,4036,56,6,589.73
2025-10-07,Meta Ads,Search,Lookalike,East,647.15,37563,903,56,7353.97
2025-10-08,Meta Ads,Search,Lookalike,East,626.72,36376,754,54,7131.18
2025-10-08,Google Ads,Social,Retargeting,West,1196.51,34063,1157,137,17535.63
2025-10-08,Google Ads,Social,Lookalike,North,205.4,4306,182,16,2084.43
2025-10-09,Google Ads,Social,Retargeting,South,1489.65,42050,1293,161,17843.88
2025-10-09,YouTube Ads,Social,Lookalike,East,1193.29,93674,1792,97,10797.78
2025-10-09,Meta Ads,Search,Retargeting,North,1579.57,78121,2229,200,20666.91
2025-10-10,LinkedIn Ads,Search,Prospecting,North,676.42,10237,211,18,2124.34
2025-10-10,Google Ads,Search,Existing Customers,North,1353.05,41109,1206,133,15153.71
2025-10-10,Meta Ads,Display,Prospecting,West,269.02,26141,388,15,1608.07
2025-10-10,Meta Ads,Video,Prospecting,East,1112.72,59442,1588,63,7925.29
2025-10-11,LinkedIn Ads,Video,Prospecting,South,424.04,11871,218,3,408.97
2025-10-11,LinkedIn Ads,Social,Prospecting,East,239.29,7497,118,3,366.51
2025-10-11,Google Ads,Social,Prospecting,East,337.1,7379,319,22,3240.55
2025-10-12,YouTube Ads,Social,Retargeting,West,702.52,78629,1010,63,6444.95
2025-10-12,Google Ads,Display,Existing Customers,West,409.64,11040,358,39,3450.32
2025-10-12,YouTube Ads,Display,Prospecting,West,893.84,100993,1665,40,5114.53
2025-10-13,Google Ads,Display,Retargeting,North,216.1,5377,154,8,808.86
2025-10-13,Google Ads,Video,Prospecting,West,175.65,3468,119,9,990.66
2025-10-13,LinkedIn Ads,Social,Lookalike,South,1708.09,26577,582,21,1746.02
2025-10-13,Google Ads,Display,Prospecting,South,1259.6,34520,1255,63,6225.3
2025-10-14,Meta Ads,Display,Prospecting,East,353.91,19319,532,31,2726.76
2025-10-14,Meta Ads,Social,Retargeting,East,698.64,26909,726,54,5787.86
2025-10-14,Google Ads,Video,Lookalike,South,1357.99,32412,1136,64,6905.48
2025-10-15,LinkedIn Ads,Search,Lookalike,West,919.25,33842,400,18,2099.15
2025-10-15,YouTube Ads,Video,Retargeting,North,770.8,96398,1185,74,10161.31
2025-10-15,YouTube Ads,Display,Lookalike,North,1426.43,121620,2093,58,7376.69
2025-10-16,Google Ads,Search,Prospecting,North,435.34,15674,415,33,2831.43
2025-10-16,Meta Ads,Display,Prospecting,West,714.33,46183,958,27,3400.5
2025-10-16,Google Ads,Search,Prospecting,South,691.93,13952,519,49,5733.57
2025-10-17,Google Ads,Display,Prospecting,South,586.27,13465,614,37,4189.85
2025-10-17,Google Ads,Display,Prospecting,East,543.32,14956,472,22,2521.01
2025-10-17,YouTube Ads,Social,Retargeting,South,733.95,113178,1512,92,10918.74
2025-10-17,YouTube Ads,Video,Prospecting,East,715.83,97247,1445,38,3896.75
2025-10-18,LinkedIn Ads,Search,Retargeting,North,354.11,8397,161,16,1787.48
2025-10-18,Meta Ads,Search,Retargeting,North,1178.79,70896,1517,163,22218.68
2025-10-18,Meta Ads,Social,Lookalike,West,371.08,20434,543,37,3786.2
2025-10-19,Meta Ads,Search,Lookalike,South,607.42,49127,936,67,6462.96
2025-10-19,Meta Ads,Social,Prospecting,North,577.75,35408,796,46,5238.91
2025-10-19,Meta Ads,Search,Prospecting,South,883.46,61840,1474,51,4827.14
2025-10-20,Google Ads,Social,Retargeting,South,176.56,4391,143,11,923.89
2025-10-20,Google Ads,Social,Retargeting,South,1249.09,22254,906,110,11967.95
2025-10-20,YouTube Ads,Video,Prospecting,South,450.81,51079,787,12,1692.9
2025-10-20,Meta Ads,Search,Prospecting,East,1546.97,87512,2219,128,14631.06
2025-10-21,YouTube Ads,Video,Lookalike,North,513.0,53627,833,29,3428.22
2025-10-21,Google Ads,Social,Retargeting,South,678.13,21787,816,105,8049.02
2025-10-21,Meta Ads,Social,Prospecting,South,2428.53,157643,3095,229,28140.95
2025-10-22,Google Ads,Social,Retargeting,East,584.53,9890,309,52,6067.39
2025-10-22,Google Ads,Social,Existing Customers,West,1566.08,31836,1389,141,15689.64
2025-10-22,Google Ads,Search,Prospecting,West,717.99,16207,636,54,6385.01
2025-10-23,Google Ads,Social,Existing Customers,South,917.0,24318,708,36,4590.26
2025-10-23,YouTube Ads,Search,Prospecting,East,732.57,62660,971,33,3165.66
2025-10-23,Google Ads,Social,Retargeting,North,1214.62,39597,904,76,9193.98
2025-10-23,Meta Ads,Social,Retargeting,East,448.31,44303,879,62,8466.0
2025-10-24,Meta Ads,Social,Prospecting,North,369.24,17932,469,18,1996.15
2025-10-24,Meta Ads,Display,Existing Customers,North,462.2,19758,425,33,3542.02
2025-10-24,Meta Ads,Search,Retargeting,East,746.87,41785,939,118,13192.82
2025-10-25,Google Ads,Video,Existing Customers,North,606.41,31176,634,52,7322.31
2025-10-25,YouTube Ads,Display,Prospecting,South,1110.71,130997,1831,87,8084.58
2025-10-25,LinkedIn Ads,Video,Existing Customers,North,1634.6,43701,836,25,3386.18
2025-10-26,LinkedIn Ads,Display,Existing Customers,East,371.22,6489,127,3,333.06
2025-10-26,Meta Ads,Search,Retargeting,West,434.42,26872,703,47,5609.79
2025-10-26,Google Ads,Social,Prospecting,East,275.21,7003,236,16,1677.47
2025-10-27,YouTube Ads,Search,Lookalike,West,2619.72,355854,5181,247,25884.04
2025-10-27,Google Ads,Display,Retargeting,South,853.3,29414,810,66,9399.44
2025-10-27,Google Ads,Social,Existing Customers,North,956.19,19446,656,74,7163.74
2025-10-27,Google Ads,Search,Retargeting,North,292.93,9000,251,34,4207.04
2025-10-28,LinkedIn Ads,Video,Prospecting,North,699.47,24716,319,9,1315.47
2025-10-28,Meta Ads,Search,Prospecting,North,974.66,89852,1626,114,14516.69
2025-10-28,LinkedIn Ads,Social,Lookalike,South,593.95,14143,334,23,2093.93
2025-10-29,LinkedIn Ads,Display,Existing Customers,North,1408.51,41821,717,39,3872.16
2025-10-29,Google Ads,Search,Prospecting,East,3145.63,73792,2687,214,21714.74
2025-10-29,YouTube Ads,Social,Lookalike,North,378.23,40729,557,27,3181.74
2025-10-30,Meta Ads,Display,Existing Customers,East,360.22,34319,547,25,3214.81
